Date,Australia,Belgium,Bulgaria,Canada,France,Germany,Greece,Hong Kong,Ireland,Italy,Japan,Malaysia,Mexico,Netherlands,New Zealand,Portugal,Singapore,South Africa,Spain,Turkey,UK,US
10/09/1973,146.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.91,NA,NA,NA,NA,NA,NA,916.59,74.72
11/09/1973,146.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.88,NA,NA,NA,NA,NA,NA,915.03,74.19
12/09/1973,146.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.59,NA,NA,NA,NA,NA,NA,918.34,75.42
13/09/1973,152.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.93,NA,NA,NA,NA,NA,NA,922.71,78.29
14/09/1973,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.42,NA,NA,NA,NA,NA,NA,925.54,82.15
17/09/1973,154.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.05,NA,NA,NA,NA,NA,NA,924,81.23
18/09/1973,157.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.44,NA,NA,NA,NA,NA,NA,928.91,81.23
19/09/1973,157.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.05,NA,NA,NA,NA,NA,NA,925.96,83.29
20/09/1973,151.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.31,NA,NA,NA,NA,NA,NA,923.43,82.62
21/09/1973,151.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.05,NA,NA,NA,NA,NA,NA,924.08,83.05
24/09/1973,146.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.36,NA,NA,NA,NA,NA,NA,926.17,82.43
25/09/1973,146.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.03,NA,NA,NA,NA,NA,NA,925.11,81.44
26/09/1973,141.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.07,NA,NA,NA,NA,NA,NA,940.49,81.13
27/09/1973,146.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.27,NA,NA,NA,NA,NA,NA,949.86,80.14
28/09/1973,152.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,NA,NA,NA,NA,NA,NA,948.96,78.01
01/10/1973,152.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,NA,NA,NA,NA,NA,NA,955.61,75.88
02/10/1973,151.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.78,NA,NA,NA,NA,NA,NA,949.34,77.12
03/10/1973,152.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8,NA,NA,NA,NA,NA,NA,944.43,79.59
04/10/1973,149.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.32,NA,NA,NA,NA,NA,NA,932.61,83.1
05/10/1973,149.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.01,NA,NA,NA,NA,NA,NA,942.52,83.48
08/10/1973,153.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.05,NA,NA,NA,NA,NA,NA,989.18,84.41
09/10/1973,149.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.67,NA,NA,NA,NA,NA,NA,1032.85,87.06
10/10/1973,148.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.61,NA,NA,NA,NA,NA,NA,1063.39,83.96
11/10/1973,148.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.42,NA,NA,NA,NA,NA,NA,1064.06,85.19
12/10/1973,150.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.51,NA,NA,NA,NA,NA,NA,1076.71,87.04
15/10/1973,149.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.82,NA,NA,NA,NA,NA,NA,1077.16,85.79
16/10/1973,150.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.95,NA,NA,NA,NA,NA,NA,1048.62,84.72
17/10/1973,150.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,NA,NA,NA,NA,NA,NA,1049.39,83.25
18/10/1973,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.43,NA,NA,NA,NA,NA,NA,1056.17,83.87
19/10/1973,149.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.35,NA,NA,NA,NA,NA,NA,1069.56,81.75
22/10/1973,149.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.02,NA,NA,NA,NA,NA,NA,1073.6,74.91
23/10/1973,150.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.34,NA,NA,NA,NA,NA,NA,1073.87,75.15
24/10/1973,150.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.29,NA,NA,NA,NA,NA,NA,1086.38,74.77
25/10/1973,149.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.81,NA,NA,NA,NA,NA,NA,1091.76,72.53
26/10/1973,149.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15,NA,NA,NA,NA,NA,NA,1094.76,74.27
29/10/1973,147.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.63,NA,NA,NA,NA,NA,NA,1104.89,72.04
30/10/1973,147.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1,NA,NA,NA,NA,NA,NA,1098.5,70.18
31/10/1973,147.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.02,NA,NA,NA,NA,NA,NA,1096.35,70.49
01/11/1973,147.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.05,NA,NA,NA,NA,NA,NA,1102.9,66.48
02/11/1973,145.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.38,NA,NA,NA,NA,NA,NA,1135.56,65.85
05/11/1973,143.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.38,NA,NA,NA,NA,NA,NA,1192.36,65.98
06/11/1973,144.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.07,NA,NA,NA,NA,NA,NA,1199.6,67.23
07/11/1973,144.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.61,NA,NA,NA,NA,NA,NA,1175.28,66
08/11/1973,144.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86,NA,NA,NA,NA,NA,NA,1166.37,67.85
09/11/1973,143.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.65,NA,NA,NA,NA,NA,NA,1189.69,66.89
12/11/1973,144.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,1160.1,65.01
13/11/1973,144.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,NA,NA,NA,NA,NA,NA,1086.48,62.52
14/11/1973,144.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.31,NA,NA,NA,NA,NA,NA,1041.8,62.48
15/11/1973,144.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.28,NA,NA,NA,NA,NA,NA,994.61,61.47
16/11/1973,142.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.34,NA,NA,NA,NA,NA,NA,1021.62,62.68
19/11/1973,138.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.22,NA,NA,NA,NA,NA,NA,997.23,61.05
20/11/1973,138.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.97,NA,NA,NA,NA,NA,NA,983.24,60.56
21/11/1973,138.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.72,NA,NA,NA,NA,NA,NA,1001.47,64.68
22/11/1973,143.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5,NA,NA,NA,NA,NA,NA,982.63,64.68
23/11/1973,142.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.74,NA,NA,NA,NA,NA,NA,960.64,62.33
26/11/1973,146.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.74,NA,NA,NA,NA,NA,NA,935.05,58.2
27/11/1973,144.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.76,NA,NA,NA,NA,NA,NA,962.74,52.01
28/11/1973,138.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.16,NA,NA,NA,NA,NA,NA,935.83,54.93
29/11/1973,139.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.81,NA,NA,NA,NA,NA,NA,941.74,53.01
30/11/1973,138.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.87,NA,NA,NA,NA,NA,NA,912.4,48.33
03/12/1973,131.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.23,NA,NA,NA,NA,NA,NA,907.61,45.44
04/12/1973,138.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.45,NA,NA,NA,NA,NA,NA,866.6,46.91
05/12/1973,127.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.13,NA,NA,NA,NA,NA,NA,829.49,44.66
06/12/1973,133.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.49,NA,NA,NA,NA,NA,NA,769.19,47.83
07/12/1973,133.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.89,NA,NA,NA,NA,NA,NA,812.01,48.55
10/12/1973,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.99,NA,NA,NA,NA,NA,NA,768.16,50.75
11/12/1973,133.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.68,NA,NA,NA,NA,NA,NA,764.29,48.31
12/12/1973,138.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.49,NA,NA,NA,NA,NA,NA,748.75,46.97
13/12/1973,139.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.23,NA,NA,NA,NA,NA,NA,704.95,47.04
14/12/1973,135.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.97,NA,NA,NA,NA,NA,NA,671.81,51.63
17/12/1973,138.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2,NA,NA,NA,NA,NA,NA,695.94,49.47
18/12/1973,135.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.99,NA,NA,NA,NA,NA,NA,679.93,47.03
19/12/1973,138.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.52,NA,NA,NA,NA,NA,NA,688.2,48.11
20/12/1973,138.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.11,NA,NA,NA,NA,NA,NA,664.59,46.25
21/12/1973,138.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.82,NA,NA,NA,NA,NA,NA,668.7,45.3
24/12/1973,138.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.82,NA,NA,NA,NA,NA,NA,668.7,47.12
25/12/1973,138.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.82,NA,NA,NA,NA,NA,NA,668.7,47.12
26/12/1973,138.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.82,NA,NA,NA,NA,NA,NA,668.69,50.55
27/12/1973,138.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.23,NA,NA,NA,NA,NA,NA,689.35,54.16
28/12/1973,137.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.27,NA,NA,NA,NA,NA,NA,710.87,54.59
31/12/1973,137.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.19,NA,NA,NA,NA,NA,NA,712.29,53.92
01/01/1974,137.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.19,NA,NA,NA,NA,NA,NA,712.29,53.92
02/01/1974,138.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.61,NA,NA,NA,NA,NA,NA,713.06,53.51
03/01/1974,139.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.93,NA,NA,NA,NA,NA,NA,690,51.79
04/01/1974,138.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.17,NA,NA,NA,NA,NA,NA,694.87,51.04
07/01/1974,135.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.86,NA,NA,NA,NA,NA,NA,669.62,52.81
08/01/1974,138.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.06,NA,NA,NA,NA,NA,NA,652.78,51.16
09/01/1974,136.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.27,NA,NA,NA,NA,NA,NA,639.69,49.16
10/01/1974,144.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.66,NA,NA,NA,NA,NA,NA,630.04,49.66
11/01/1974,138.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.21,NA,NA,NA,NA,NA,NA,673.36,49.1
14/01/1974,143.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.79,NA,NA,NA,NA,NA,NA,686.03,49.45
15/01/1974,143.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.49,NA,NA,NA,NA,NA,NA,665.1,51.55
16/01/1974,145.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,NA,NA,NA,NA,NA,NA,670.56,53.18
17/01/1974,146.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.19,NA,NA,NA,NA,NA,NA,692.28,53.98
18/01/1974,146.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,NA,NA,NA,NA,NA,NA,707.22,52.8
21/01/1974,150.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3,NA,NA,NA,NA,NA,NA,714.55,56.84
22/01/1974,150.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.55,NA,NA,NA,NA,NA,NA,691.66,58.09
23/01/1974,150.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.35,NA,NA,NA,NA,NA,NA,685.42,56.85
24/01/1974,150.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.61,NA,NA,NA,NA,NA,NA,691.64,57
25/01/1974,144.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.83,NA,NA,NA,NA,NA,NA,687.95,54.96
28/01/1974,144.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.18,NA,NA,NA,NA,NA,NA,667.01,52.03
29/01/1974,145.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.95,NA,NA,NA,NA,NA,NA,670.89,53.7
30/01/1974,143.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.43,NA,NA,NA,NA,NA,NA,692.83,53.93
31/01/1974,145.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.43,NA,NA,NA,NA,NA,NA,711.71,53.76
01/02/1974,144.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.43,NA,NA,NA,NA,NA,NA,724.67,52.41
04/02/1974,144.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.03,NA,NA,NA,NA,NA,NA,712.65,49.33
05/02/1974,137.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.59,NA,NA,NA,NA,NA,NA,700.79,48
06/02/1974,143.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.01,NA,NA,NA,NA,NA,NA,700.6,47.4
07/02/1974,146.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.19,NA,NA,NA,NA,NA,NA,683.56,47.18
08/02/1974,147.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.69,NA,NA,NA,NA,NA,NA,677.63,45.26
11/02/1974,149.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.43,NA,NA,NA,NA,NA,NA,681.43,45.9
12/02/1974,149.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.34,NA,NA,NA,NA,NA,NA,698.99,45
13/02/1974,148.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.69,NA,NA,NA,NA,NA,NA,712.59,45.56
14/02/1974,149.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.05,NA,NA,NA,NA,NA,NA,735.52,45.87
15/02/1974,148.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.49,NA,NA,NA,NA,NA,NA,761.7,46.38
18/02/1974,149.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.49,NA,NA,NA,NA,NA,NA,756.7,46.38
19/02/1974,149.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.25,NA,NA,NA,NA,NA,NA,743.4,49.08
20/02/1974,151.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.84,NA,NA,NA,NA,NA,NA,766.23,51.12
21/02/1974,150.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.35,NA,NA,NA,NA,NA,NA,784.04,51.83
22/02/1974,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.04,NA,NA,NA,NA,NA,NA,808.34,50.2
25/02/1974,150.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.14,NA,NA,NA,NA,NA,NA,782.67,49.45
26/02/1974,155.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.69,NA,NA,NA,NA,NA,NA,798.79,48.63
27/02/1974,157.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.32,NA,NA,NA,NA,NA,NA,790.81,48.48
28/02/1974,160.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.14,NA,NA,NA,NA,NA,NA,794.9,49.49
01/03/1974,159.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.08,NA,NA,NA,NA,NA,NA,682.28,48.26
04/03/1974,158.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.25,NA,NA,NA,NA,NA,NA,651.68,48.5
05/03/1974,160.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,NA,NA,NA,NA,NA,NA,653.7,52.67
06/03/1974,158.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.52,NA,NA,NA,NA,NA,NA,642.22,55.86
07/03/1974,159.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85,NA,NA,NA,NA,NA,NA,618.62,53.9
08/03/1974,157.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.49,NA,NA,NA,NA,NA,NA,606.68,56.72
11/03/1974,157.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.52,NA,NA,NA,NA,NA,NA,592.63,57.18
12/03/1974,157.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.88,NA,NA,NA,NA,NA,NA,612.92,57.34
13/03/1974,156.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.38,NA,NA,NA,NA,NA,NA,602.86,59.15
14/03/1974,154.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA,610.55,59.51
15/03/1974,155.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7,NA,NA,NA,NA,NA,NA,628.63,59.97
18/03/1974,158.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.65,NA,NA,NA,NA,NA,NA,616.75,57.23
19/03/1974,159.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3,NA,NA,NA,NA,NA,NA,603.02,56.18
20/03/1974,160.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,NA,596.89,57.07
21/03/1974,160.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.94,NA,NA,NA,NA,NA,NA,611.99,57.11
22/03/1974,160.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.11,NA,NA,NA,NA,NA,NA,587.36,55.78
25/03/1974,155.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29,NA,NA,NA,NA,NA,NA,593.89,56.09
26/03/1974,150.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.79,NA,NA,NA,NA,NA,NA,600.62,58.33
27/03/1974,141.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.46,NA,NA,NA,NA,NA,NA,584.53,57.02
28/03/1974,137.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.19,NA,NA,NA,NA,NA,NA,550.14,55.99
29/03/1974,135.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.96,NA,NA,NA,NA,NA,NA,527.69,56.28
01/04/1974,137.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,515.37,55.29
02/04/1974,137.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.82,NA,NA,NA,NA,NA,NA,539.81,56.3
03/04/1974,137.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,550.42,58.07
04/04/1974,138.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.71,NA,NA,NA,NA,NA,NA,551.21,57.06
05/04/1974,139.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.42,NA,NA,NA,NA,NA,NA,562.72,55.97
08/04/1974,139.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.69,NA,NA,NA,NA,NA,NA,553.11,54.48
09/04/1974,137.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.26,NA,NA,NA,NA,NA,NA,564.96,55.29
10/04/1974,136.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.13,NA,NA,NA,NA,NA,NA,563.98,55.22
11/04/1974,137.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.41,NA,NA,NA,NA,NA,NA,567.85,54.97
12/04/1974,137.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.41,NA,NA,NA,NA,NA,NA,567.85,54.97
15/04/1974,137.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.41,NA,NA,NA,NA,NA,NA,567.85,55.57
16/04/1974,136.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.28,NA,NA,NA,NA,NA,NA,570.27,57.64
17/04/1974,136.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.54,NA,NA,NA,NA,NA,NA,572.12,58.1
18/04/1974,136.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.68,NA,NA,NA,NA,NA,NA,584.62,59.3
19/04/1974,133.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3,NA,NA,NA,NA,NA,NA,590.78,57.76
22/04/1974,136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.46,NA,NA,NA,NA,NA,NA,577.75,57.13
23/04/1974,134.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.22,NA,NA,NA,NA,NA,NA,575.97,53.52
24/04/1974,134.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.56,NA,NA,NA,NA,NA,NA,568.29,53.21
25/04/1974,134.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.95,NA,NA,NA,NA,NA,NA,560.01,53.49
26/04/1974,133.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.52,NA,NA,NA,NA,NA,NA,567.39,55.23
29/04/1974,133.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.27,NA,NA,NA,NA,NA,NA,603.76,53.36
30/04/1974,119.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.81,NA,NA,NA,NA,NA,NA,596.03,53.45
01/05/1974,133.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.53,NA,NA,NA,NA,NA,NA,613.34,55.73
02/05/1974,131.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.65,NA,NA,NA,NA,NA,NA,632.63,55.15
03/05/1974,130.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.22,NA,NA,NA,NA,NA,NA,632.3,54.15
06/05/1974,127.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.79,NA,NA,NA,NA,NA,NA,649.46,55.34
07/05/1974,128.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.84,NA,NA,NA,NA,NA,NA,623.74,55.02
08/05/1974,127.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.96,NA,NA,NA,NA,NA,NA,629.44,53.33
09/05/1974,124.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.64,NA,NA,NA,NA,NA,NA,642.27,55.93
10/05/1974,127.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7,NA,NA,NA,NA,NA,NA,650.25,54.66
13/05/1974,127.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.87,NA,NA,NA,NA,NA,NA,632.44,53.66
14/05/1974,127.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.78,NA,NA,NA,NA,NA,NA,624.8,54.65
15/05/1974,127.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.44,NA,NA,NA,NA,NA,NA,633.48,53.73
16/05/1974,127.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.74,NA,NA,NA,NA,NA,NA,625.15,54.36
17/05/1974,127.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.11,NA,NA,NA,NA,NA,NA,594.36,53.26
