Country,Year,LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Internet_Usage,Equity_Liq,Dev_PC1
Australia,2002,79.1746432299,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,91.4859522996,96.3133527793,1355,41.2807533001,76.5472115595,36.17,40.88,88.04,79.93658537,NA,0.3782912804,1.2316529397943345
Australia,2003,92.1280588903,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,99.3228172393,125.4205067859,1405,39.9246744271,72.015080909,35.83,41,85.92,80.23902439,NA,0.3770839805,0.5077568920041836
Australia,2004,55.9190046388,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,102.8340919955,126.5881406009,1514,36.6897505158,70.1855207212,35.34,41.5,87.67,80.4902439,NA,0.3270298404,1.9985636522269081
Australia,2005,59.6806788962,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,108.7382223373,115.891673419,1643,38.8264551469,76.2012819614,36.17,40.25,88.34,80.84146341,63,0.3145833333,2.3004552751301945
Australia,2006,59.8260665351,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,113.7297363584,146.5888291121,1751,40.9792900653,78.3809354271,35.92,41.63,86.97,81.04146341,66,0.2988256841,2.2763197992239803
Australia,2007,47.4152257126,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,120.6872337335,152.0694352284,1913,41.36807548,105.7724510378,35.54,41.59,86.5,81.29268293,69.45,0.2545234084,1.3520210183115795
Australia,2008,41.9852703581,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,121.7980862554,64.8013827957,1924,42.0872253266,122.7911773375,33.37,40.41,87.17,81.39512195,71.67,0.3139335116,1.539082020178333
Australia,2009,48.0746347329,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,122.717685499,136.1035882082,1882,44.9176513563,66.683166003,30.97,36.88,87.8,81.54390244,74.25,0.3693752353,3.141148114509952
Australia,2010,42.1287004574,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,125.8538143772,127.2657389489,1913,39.8385212268,77.7823777847,32.96,38.01,86.09,81.69512195,76,0.3407732995,4.6829928990500145
Australia,2011,44.8120330012,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,122.870864411,86.1660025696,1983,41.2245948433,94.1825035534,33.58,38,82.13,81.89512195,79.48769771,0.3241833182,3.155430108508035
Australia,2012,55.9447467404,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,121.9111427685,90.162458926,1959,42.6449363529,65.3026710517,34.13,39.62,81.92,82.04634146,79,0.3760341052,2.8999061233095618
Austria,1986,69.4672093513,0.86,NA,0.44,6.81,0,0,0,1.39,76.3311920825,6.7373811207,74,64.1420867949,17.9617419104,39.47,39,84.58,74.31707317,NA,0.3545534925,-2.2273354778445205
Austria,1987,93.804467009,1.41,NA,0.06,6.66,0,0,0,1.36,78.6410448545,6.408915388,75,62.978890927,17.4302276953,38.88,39,86.75,74.76829268,NA,0.3427991886,-2.2575249647427555
Austria,1988,91.6426237771,1.31,NA,0.06,7.57,0,0,0,1.19,82.2876480121,7.5405630953,80,66.6949448621,19.8363561681,39.17,37.54,85.87,75.21707317,NA,0.4139755519,-1.9873142294228392
Austria,1989,77.3269502196,1.18,NA,-0.3,9.22,0,0,0,1.03,85.7092882566,18.2720350932,87,70.6786350073,108.0247541994,39.42,38.17,86.75,75.26585366,NA,0.3030448718,-1.6013893703888487
Austria,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,89.1436805632,15.8493154902,99,71.630713173,219.118152718,39.84,37.61,86.16,75.56829268,0.130369377,0.2049098907,-3.02843250473685
Austria,1991,96.9383755423,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,89.9406676574,13.9765415942,103,70.1875540977,31.7179420516,40.29,37.5,87.5,75.61707317,0.259081553,0.2284918147,-2.7137988075239288
Austria,1992,60.0323351355,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,90.4524422647,10.1484426939,112,67.7643079678,24.0892773055,40.5,38.5,89.75,75.81707317,0.642817619,0.3804415102,-2.5412656594117986
Austria,1993,91.9839339707,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,91.3758444324,13.8152845906,111,63.3909126856,25.1014363061,40.22,36.57,88.01,76.06829268,0.76534273,0.3737968414,-1.9324712655108318
Austria,1994,96.4715080633,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,89.9528769134,14.1937897407,111,66.1178130684,30.4407356478,40.62,29.81,82.84,76.4195122,1.393422968,0.3780487805,-1.73725976639496
Austria,1995,100,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,91.9333731556,12.7329463224,109,68.3920439678,42.4622452506,39.41,29,80.08,76.66829268,1.890210524,0.3742735043,-1.2769674719140405
Austria,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,94.8423823391,13.4819757787,106,70.2065828359,32.3939513577,40.12,33.55,84.58,76.87073171,6.909162353,0.4119505133,-1.3767041370908695
Austria,1997,54.0110318857,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,100.182861783,17.3414936577,101,74.9929690285,32.7853349506,41.29,37.81,86.71,77.3195122,9.533974317,0.4478990013,-0.6712887460793966
Austria,1998,73.5928158293,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,NA,1.1944766114,96,77.0878033444,694.4284626449,43.12,40.5,86.75,77.67073171,15.42121932,0.4692616911,-0.377940096444111
Austria,1999,87.6337812622,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,NA,15.2372408475,97,78.3792689676,35.7726066266,42.09,39.5,85.58,77.87560976,23.0443171,0.5206183687,0.18417592441302139
Austria,2000,91.283881545,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,NA,15.2402810089,97,85.4737834816,32.2889225468,41.3,40.5,82.59,78.12682927,33.73013295,0.4538683935,0.7503456464270097
Austria,2001,84.3396673002,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,89.8883899293,12.7970985732,99,87.6386079,29.0175703797,42.8,40.3,88.71000000000001,78.57560976,39.18545018,0.4239227418,1.0583356561900117
Austria,2002,84.1550550079,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,88.6907315295,15.7665502096,109,86.9599494306,19.3795485335,43.17,39.54,89.46,78.67804878,36.56,0.4286575889,1.0189275056045686
Austria,2003,95.1246260775,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,88.1344929158,21.6792457274,104,86.4920631987,21.2938752655,42.09,39.84,90.38,78.63170732,42.7,0.4429429429,1.2093730576418489
Austria,2004,44.9775876595,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,88.0722893462,29.2726866953,100,90.9343499361,29.5383820707,42.62,40.71,88.59,79.1804878,54.28,0.3537767035,1.0363160977436914
Austria,2005,47.7106558149,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,94.7214380502,40.1245436785,92,94.1620079108,34.3189192173,42.29,41,85.92,79.33170732,58,0.2356043956,1.6582287266432774
Austria,2006,29.4315408114,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,94.9147772049,57.6622513307,96,98.2302554057,43.0409641402,41.29,41.34,85.38,79.8804878,63.6,0.2117435897,2.7963401176202876
Austria,2007,21.4690162958,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,93.4566629399,61.1833130152,102,100.8188331156,54.6145524611,36.09,43.34,86.75,80.1804878,69.37,0.1531165312,3.007463044024378
Austria,2008,25.3044837468,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,96.4140800826,17.8406556063,101,102.1250511124,128.6392873388,36.55,43.17,87.34,80.43170732,72.87,0.1878617566,2.692086165006571
Austria,2009,26.3414620064,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,98.3733230799,28.6915775282,97,86.8070420474,45.1538696941,37.47,37.77,89.53999999999999,80.33170732,73.45,0.2268715829,2.6933608095903674
Austria,2010,11.8568633717,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,98.9527454158,32.2983411893,89,98.68308627,38.7509723724,37.92,36.99,88.88,80.5804878,75.17,0.2001915709,4.012295125183856
Austria,2011,12.8279435047,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,96.5274696961,19.8746141126,88,104.8239012711,45.4885520641,38.37,39.08,87.5,80.98292683,78.7399931,0.17861844,4.166980346177527
Austria,2012,11.4642744154,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,94.6802088416,26.0243877806,84,105.0000069375,22.2937267616,36.39,36.88,83.3,80.93658537,80.02999392,0.2114041019,2.749992943263753
Bahrain,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,49.3238651215,NA,NA,183.5235688769,NA,26.91,29,50,71.67168293,NA,NA,-1.3324307268115116
Bahrain,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,39.0477527872,NA,NA,189.767930827,NA,27.34,29.92,50,71.89595122,NA,NA,-1.2714575094876979
Bahrain,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,35.3160692479,NA,NA,172.8324114647,NA,26.67,28.05,50.18,72.10570732,NA,NA,-1.1756208971527922
Bahrain,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,33.205066428,NA,NA,186.2738211606,NA,25.21,26.67,51,72.30797561,NA,NA,-1.025928796080284
Bahrain,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,29.8424295775,NA,NA,210.1609657948,NA,25,26.11,50.17,72.5072439,0,NA,-2.261610779492477
Bahrain,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,35.2653108256,NA,NA,180.6418102207,NA,26.29,25.9,52.99,72.7095122,NA,NA,-1.6024350192775771
Bahrain,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,37.8638602777,NA,NA,181.1240371697,NA,30.37,29.5,66.5,72.91473171,NA,NA,-1.4712862941332407
Bahrain,1993,NA,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,41.8605840536,NA,NA,164.6038971002,NA,30.79,29.21,73.25,73.12390244,NA,NA,-1.085983061405189
Bahrain,1994,NA,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,43.7087969949,NA,NA,155.1781716262,NA,30.13,29.13,74,73.3375122,NA,NA,-0.8770201511758111
Bahrain,1995,NA,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,43.0935729332,NA,35,152.4643153798,NA,29.91,29,70.33,73.55507317,0.346205844,NA,-1.238485101191956
Bahrain,1996,NA,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,41.6118224126,77.21397887,35,164.1154192614,3.7504059225,38.47,29,64.91,73.77509756,0.843254219,NA,-1.1344172300968733
Bahrain,1997,NA,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,45.0006264399,123.372976862,38,148.5820781392,6.1213807895,40.3,34.01,63.75,73.99160976,1.646299202,NA,-0.9532460921461547
Bahrain,1998,NA,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,50.0709646897,109.4675704271,38,128.489101544,8.5148532403,43.42,41.08,63,74.20309756,3.218202151,NA,-0.8436866701696875
Bahrain,1999,NA,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,52.3197450219,108.1230748392,37,141.8316988083,6.221538685,42.67,35.84,62.58,74.40607317,4.720358118,NA,-0.6991614015896214
Bahrain,2000,100,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,40.5117539843,73.0929939169,36,135.8090157654,3.705118238,42.5,37,64,74.5994878,6.153732546,NA,-0.38543281280613195
Bahrain,2001,100,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,41.8156260073,73.5221399858,36,127.0261119666,2.9017349799,43.83,37.5,71.5,74.78182927,15.03863425,NA,0.037721429765791015
Bahrain,2002,100,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,44.3596184908,NA,11,130.607523233,NA,44,38.21,77.38,74.95407317,18.05072089,NA,0.34669246605015985
Bahrain,2003,99.7652636341,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,42.1254546354,86.9250082328,38,128.0914867971,2.7707055,44,38.5,77.67,75.11770732,21.55494499,NA,0.6164660227670988
Bahrain,2004,100,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,43.9428956356,102.9709375702,38,140.7372331881,2.3014803354,44,38.5,76.46000000000001,75.27321951,21.45868051,0.8735005453,0.7488922931254878
Bahrain,2005,100,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,43.6843414467,108.7426702854,40,148.313492997,4.0443264025,43.5,42,74.55,75.42214634,21.30373351,0.7636752137,0.7648365571688445
Bahrain,2006,100,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,44.8770462352,114.1439031892,43,147.1018554449,6.5386540065,43.5,46.51,73.87,75.56646341,28.24395243,0.8451282051,1.0348131273327934
Bahrain,2007,100,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,53.1180542636,124.658766682,44,137.7850505723,3.8567133103,43.5,48,73.42,75.7077561,32.91,0.8380587484,1.4408690335217267
Bahrain,2008,100,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,64.2134455468,77.5833103176,45,145.882662049,10.4455980368,42.25,49.25,72.75,75.8475122,51.95,0.7916030534,2.1652288915192757
Bahrain,2009,100,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,71.4372673126,70.8975297892,44,117.9637254095,2.8671869187,41.72,42.67,72,75.98778049,53,0.8790708812,2.117384485986459
Bahrain,2010,100,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,67.6972628796,78.0131387571,44,120.4723945227,1.4335187961,41.71,43,72.21,76.12756098,55,0.9042145594,2.4236820302089894
Bahrain,2011,100,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,68.6441914769,56.8978145067,44,171.8841214244,0.9411119383,40.5,43.5,69.13,76.26785366,76.9999665,0.928959276,2.8959553784513874
Bahrain,2012,96.6885028751,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,69.1435718153,NA,43,185.8889751889,NA,38.63,40.13,66.96,76.40763415,88,0.9321613703,3.3856727744062685
Bangladesh,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,12.7433135187,NA,NA,17.0187425083,NA,26.26,23.67,35.33,56.11519512,NA,NA,-1.4529716052808581
Bangladesh,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,13.2145308461,NA,NA,16.6877976313,NA,23.67,23.67,34.5,56.66858537,NA,NA,-1.4195192033641773
Bangladesh,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,14.4149337064,NA,NA,17.67806431,NA,21.34,20.03,31.16,57.23487805,NA,NA,-1.3555156620067736
Bangladesh,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,15.9700311616,NA,NA,18.3251740191,NA,22.88,16.56,28.59,57.81565854,NA,NA,-1.2920994932149557
Bangladesh,1990,98.6672389625,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,16.074099153,NA,NA,18.9665020125,NA,22.87,17.12,29.25,58.41756098,0,NA,-2.2701694246028326
Bangladesh,1991,98.7772652761,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,15.9199092839,NA,NA,18.8898268851,NA,23.42,19.12,32.75,59.05026829,NA,NA,-1.4580029420036227
Bangladesh,1992,88.3066286573,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,14.545543403,NA,NA,19.9340055025,NA,27.38,25.01,40.16,59.71785366,NA,NA,-1.3210054686630492
Bangladesh,1993,100,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,15.2943169244,1.3993026667,143,23.1215830699,3.1889678949,29.26,24.59,54.16,60.41880488,NA,NA,-1.176934993488771
Bangladesh,1994,99.2230749632,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,16.2711918311,3.0202558657,157,22.8658645546,10.5598588097,32.25,24.17,57.84,61.14553659,NA,NA,-1.0488312116029797
Bangladesh,1995,100,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,20.8817607373,5.0770500568,231,28.2094960764,7.7903873908,32.66,24.75,54.33,61.88739024,NA,NA,-0.9195443766464035
Bangladesh,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,18.9119975739,15.895243822,302,26.0760877234,11.555088322,30.76,25.09,56.84,62.62956098,NA,NA,-0.785740433227476
Bangladesh,1997,97.5744495298,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,19.9866312756,5.7422525041,341,26.3255133901,20.5446321892,32.63,30.17,63.18,63.35787805,7.51046e-4,NA,-0.7438275073879177
Bangladesh,1998,97.9513144094,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,20.4966379485,4.060333874,355,27.8800634028,49.7058446742,36.63,31.04,61.67,64.05914634,0.003684813,NA,-0.7269907437987172
Bangladesh,1999,99.9782627135,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,20.9872341323,3.0457824119,348,28.3879405571,62.0130764157,37.43,33.63,57.5,64.72382927,0.036170407,NA,-0.5356784443298369
Bangladesh,2000,100,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,21.7793890133,4.1075299531,364,29.3217143619,42.6757839229,35.88,33.5,54.99,65.34797561,0.071039423,NA,-0.36502387582630813
Bangladesh,2001,99.1618273327,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,24.1795927054,1.8119589342,163,32.098017073,26.689154656,35.67,33.71,54.38,65.93017073,0.129807974,NA,-0.18101695626614173
Bangladesh,2002,100,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,26.2081249737,27.2129921497,NA,28.9673807212,0,35.21,34.37,51.6,66.47817073,0.139920289,NA,-0.022212658883762986
Bangladesh,2003,NA,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,26.0386276765,NA,NA,27.6578849002,NA,39.46,35.76,48.76,67.00014634,0.163877665,NA,0.09701358636715142
Bangladesh,2004,100,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,27.9134032883,NA,185,26.8582341492,NA,40.88,35.5,48.33,67.49719512,0.199036334,NA,0.14852168004218827
Bangladesh,2005,99.7228365128,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,29.3438304969,4.751541126,195,34.3969348645,6.2298271614,39.92,34.58,50.46,67.97185366,0.241637326,0.2375,0.387951112281838
Bangladesh,2006,99.90870619,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,31.1657016961,5.3611238163,199,38.1119244326,6.1421028437,39.51,34.75,50.84,68.42563415,1,0.2596153846,0.7325009124051832
Bangladesh,2007,100,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,32.0428330536,10.9691657816,211,39.9423826532,8.1055702893,40,35.5,49.34,68.85997561,1.8,0.1309648206,1.152033425655541
Bangladesh,2008,100,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,34.0421917465,12.7915600712,221,42.6209140326,12.47061915,40,35.5,49.88,69.27785366,2.5,0.1158669575,1.569158733331167
Bangladesh,2009,100,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,36.1910375653,20.4228932916,197,40.092796223,11.1773033786,40.87,34.34,53.71,69.68378049,3.1,0.0893997446,1.7844793231497003
Bangladesh,2010,100,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,40.9613226292,36.1009741881,192,37.8028426708,11.6241082042,42.5,34.38,53.87,70.08029268,3.7,0.1033355871,2.2387908136167463
Bangladesh,2011,100,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,42.470241163,37.0804526859,433,47.4208498357,4.663435971,42.26,34.71,49.63,70.47195122,4.5,0.1338675214,2.6870125283030712
Bangladesh,2012,100,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,43.0006693739,NA,453,48.1109227477,NA,40.5,34.04,48.5,70.86026829,5,0.150030248,2.9896842711770812
Belgium,1986,67.4844295448,0.86,NA,0.44,6.81,0,0,0,1.39,25.7577037973,30.9434834197,191,111.494314343,12.8593168888,36,41.01,81.58,74.73170732,NA,0.2994252874,-0.8156737050187555
Belgium,1987,88.7646776359,1.41,NA,0.06,6.66,0,0,0,1.36,27.5776580212,27.7294892526,192,109.105393573,19.3274169356,36.42,41.27,80.34,75.36585366,NA,0.3180928054,-0.6765984675582448
Belgium,1988,66.9749034474,1.31,NA,0.06,7.57,0,0,0,1.19,30.5700753766,36.0279265503,186,115.5596496657,14.0135287198,36.5,36.71,76.75,75.56585366,NA,0.3194444444,-0.6200834005705393
Belgium,1989,94.8633939532,1.18,NA,-0.3,9.22,0,0,0,1.03,35.5185610959,45.3518754341,190,124.0116460326,11.3429045278,37.17,34.53,80.51,75.63268293,NA,0.3218934911,-0.5934382733923207
Belgium,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,35.2964663267,31.7050628855,182,120.569413392,11.132148667,37.04,34.01,81.25,76.05195122,0.00100674,0.3113897597,-2.1622691423478893
Belgium,1991,94.8056114023,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,36.6834900288,33.6015245101,183,117.7125199917,9.5073797417,36.72,32.66,80.09,76.19219512,0.020072645,0.3288861522,-2.092923327793022
Belgium,1992,58.0695101797,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,75.0534955205,27.1586503036,171,114.2154647051,12.1220062741,39.01,30.68,78.17,76.35121951,0.100041027,0.3514920194,-1.9673857724994372
Belgium,1993,92.6805468123,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,74.1339773673,34.5140054193,165,108.2014288934,13.5380200993,38.46,28.73,77.84,76.34536585,0.199446059,0.3390804598,-2.0319519452519472
Belgium,1994,97.1093989953,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,72.5964764715,34.1700324771,162,112.3886930168,15.4440471123,39.21,26.51,76.83,76.69170732,0.69599469,0.379995779,-1.9022732691633728
Belgium,1995,97.256176846,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,71.4455715821,35.0254279128,150,115.5111144715,14.9830969109,40.08,31.45,79.01,76.84073171,0.99166299,0.3381181319,-2.2172029394885935
Belgium,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,73.4995082806,42.2245380588,143,118.0604051088,18.4150144985,40.92,34.64,82.83,77.18731707,2.968411647,0.313445772,-2.42611852760664
Belgium,1997,66.6386100423,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,74.0403762197,53.7389285716,138,124.3666166598,20.7888484899,39.38,38.23,80.75,77.37073171,4.93808091,0.322737069,-1.6029753574482102
Belgium,1998,67.4823610465,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,NA,93.6437427779,156,123.4841571069,24.1605603722,39.92,43.13,80.25,77.47317073,7.886622701,0.3132842999,-1.396252721792895
Belgium,1999,84.787355208,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,NA,70.7662532597,278,123.9970355327,27.4592825686,38.38,41.85,77.92,77.6195122,13.77221446,0.3290278551,-1.0001444209579229
Belgium,2000,93.3742705842,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,NA,76.703130023,265,141.0789940439,21.1442678923,36.79,43.93,78.09,77.72195122,29.43169169,0.2787816513,-0.4423765107428982
Belgium,2001,60.05135188,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,65.9367616296,69.7283370581,275,138.6947491986,22.7779888208,38.88,43.88,84.58,77.97317073,31.28839551,0.3575890006,0.11428701857458101
Belgium,2002,26.8763607246,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,63.7111228255,49.2762076804,256,135.1247886863,29.9222007869,39.21,42.46,86.75,78.07560976,46.33,0.3745955601,0.6556309178740114
Belgium,2003,37.506991107,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,62.2130152811,54.404632557,250,131.9901499096,23.8287903692,40.09,42.63,86.03999999999999,78.12926829,49.97,0.335631795,0.512795805005513
Belgium,2004,32.2250861927,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,61.451034612,73.674378268,235,136.037842597,27.4861479021,41.37,42.51,85.58,78.87804878,53.86,0.2850542387,0.8883472244597662
Belgium,2005,31.5838413294,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,63.3030586135,74.4724783682,222,143.3763215092,36.9253773541,41.29,42.38,83.88,78.9804878,55.82,0.2542067308,1.453233816114929
Belgium,2006,20.021745804,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,65.5292014376,96.6703984556,205,147.6939466482,34.140438879,40.55,42.14,84,79.3804878,59.72,0.2591605873,1.684167943068479
Belgium,2007,18.6844860566,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,68.2266117031,81.7157977692,175,151.1634316083,60.0617181132,40.92,43.26,81.54,79.78292683,64.44,0.2607435021,2.132601924562752
Belgium,2008,21.76192246,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,62.346568154,32.2425651483,171,158.9079437167,114.0517122703,40.33,42,82.12,79.6804878,66,0.2616367133,1.6251136052561974
Belgium,2009,27.9888260008,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,58.2904458672,53.6099798682,165,136.3566249308,47.4417344854,39.17,36.71,83.8,79.98292683,70,0.2772283109,2.139488339262845
Belgium,2010,12.2518747476,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,56.4964215381,55.5737806063,161,151.1001065459,39.9730372492,39.42,37.25,83.09,80.18292683,75,0.3147355763,2.5290197498104314
Belgium,2011,12.4192593996,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,54.962200545499996,43.513729197,151,162.7539527203,45.0244362865,38.83,38.71,80.79,80.58536585,81.609996,0.3071087745,2.854594756939217
Belgium,2012,17.9340666929,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,54.551483871,60.158006084,147,163.9950967742,33.6960449075,35.5,37.14,78.42,80.38536585,80.71999055,0.1377128709,3.804516214953511
Botswana,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,8.2972219038,NA,NA,117.4595895907,NA,37.5,36.39,64.67,62.73519512,0,NA,NA
Botswana,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,7.9221094105,NA,NA,123.571753296,NA,38.67,37.5,65,62.88982927,0,NA,NA
Botswana,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,6.6404731378,NA,NA,114.4515902229,NA,39.93,36.94,66,62.94563415,0,NA,NA
Botswana,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,7.0043694828,NA,NA,105.3608645621,NA,41.33,34.17,67.59,62.86368293,0,NA,NA
Botswana,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,9.3845313973,NA,NA,104.8473203967,NA,41.5,33.84,68.91,62.55658537,0,NA,NA
Botswana,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,11.8593607879,NA,NA,99.5583853464,NA,41.33,30.39,70.17,61.9245122,0,NA,NA
Botswana,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,14.6872963797,NA,NA,89.7512545868,NA,41.29,33.03,71.25,60.9384878,NA,NA,NA
Botswana,1993,NA,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,14.2281409144,5.4950783731,9,86.2082050097,NA,40.96,27.72,69.92,59.61897561,NA,NA,NA
Botswana,1994,NA,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,13.9902576391,6.2286776975,10,88.1806097284,11.3079532605,41.25,26.71,71.92,58.02739024,NA,NA,NA
